TFT9_Augment_Commander_MediumForge,1979,0.10864072764022234,0.5098534613441125,4.492673067205663,4.474842767295599,4.509268292682925,0.0,954,1025,0
TFT9_Augment_StrategistTrait,77,0.05194805194805194,0.5194805194805195,4.55844155844156,4.454545454545454,4.617647058823529,4.53125,11,34,32
TFT6_Augment_Traitless3,93,0.07526881720430109,0.46236559139784955,4.548387096774191,4.641975308641978,3.9166666666666665,0.0,81,12,0
TFT9_Augment_SocialDistancing2,789,0.12040557667934093,0.5133079847908742,4.433460076045624,4.261682242990649,4.425465838509318,4.58893280632411,214,322,253
TFT9_Augment_Formation2,833,0.14165666266506594,0.5570228091236491,4.226890756302526,4.336787564766841,4.1717451523545765,4.222222222222224,193,361,279
TFT9_Augment_SorcererEmblem2,210,0.16190476190476188,0.5666666666666668,4.052380952380952,4.137254901960784,3.7058823529411766,4.425000000000002,102,68,40
TFT9_Augment_GiftsFromTheFallen,1023,0.16617790811339192,0.5307917888563047,4.340175953079175,4.376404494382024,4.1581291759465495,4.530303030303031,178,449,396
TFT9_Augment_JeweledLotus,565,0.1221238938053097,0.46902654867256666,4.6725663716814125,4.947368421052634,4.630350194552528,4.567010309278353,114,257,194
TFT9_Augment_GreaterJeweledLotus,491,0.12830957230142565,0.519348268839105,4.401221995926676,4.448529411764706,4.455445544554454,4.287581699346406,136,202,153
TFT9_Augment_Idealism,436,0.14220183486238544,0.5068807339449534,4.348623853211009,4.338345864661653,4.364705882352941,0.0,266,170,0
TFT9_Augment_FreljordGlacialBreeze,358,0.09776536312849166,0.5558659217877101,4.256983240223468,4.39189189189189,4.04,4.364779874213833,74,125,159
TFT9_Augment_DeadeyeEmblem2,127,0.06299212598425197,0.5039370078740157,4.606299212598425,4.9298245614035086,3.9545454545454537,5.0,57,44,26
TFT9_Augment_DeadeyeSuppressingFire,267,0.09363295880149815,0.47191011235955055,4.610486891385768,4.833333333333332,4.510204081632655,4.5274725274725265,78,98,91
TFT9_Augment_StarterKit,53,0.03773584905660376,0.41509433962264153,5.0,5.0,0.0,0.0,53,0,0
TFT9_Augment_Martyr,263,0.18250950570342206,0.5399239543726239,4.304182509505701,4.157894736842104,4.227642276422762,4.450980392156863,38,123,102
TFT9_Augment_ChallengerEmblem,177,0.14689265536723167,0.5762711864406777,4.225988700564971,4.2727272727272725,4.216867469879521,4.199999999999999,44,83,50
TFT9_Augment_PhreakyFriday,99,0.0707070707070707,0.5252525252525251,4.454545454545458,4.454545454545458,0.0,0.0,99,0,0
TFT9_Augment_CapriciousForge,272,0.11029411764705879,0.49632352941176494,4.448529411764707,4.114285714285714,4.5166666666666675,4.478632478632481,35,120,117
TFT9_Augment_ItPaysToLearnII,902,0.19955654101995565,0.5088691796008871,4.4700665188470055,0.0,4.4757281553398105,4.457746478873239,0,618,284
TFT9_Augment_AllThatShimmers,624,0.20512820512820523,0.5576923076923069,4.128205128205129,4.053097345132745,4.8474576271186445,0.0,565,59,0
TFT6_Augment_MaxLevel10,475,0.23578947368421058,0.5431578947368421,4.181052631578951,4.123152709359605,4.407608695652175,3.840909090909091,203,184,88
TFT9_Augment_ACutAbove,519,0.11368015414258191,0.4778420038535646,4.556840077071293,4.466183574879227,4.91428571428571,0.0,414,105,0
